00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 01 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0A 0A 04 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 0B 10 1C 2B 33 30 27 18 08 0A 1F 26 16 06 
00 00 00 00 00 00 00 00 00 00 00 28 43 4A 49 48 4A 47 35 24 1F 1C 1F 2C 30 18 00 00 
00 00 00 00 00 00 3D 46 30 30 48 5B 51 37 22 0F 00 00 00 00 01 05 07 FF 00 00 00 00 
00 00 00 00 00 30 4B 2C 12 15 1A 0F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 02 05 0C 0E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 
00 01 08 11 10 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 05 10 18 0D 00 00 00 00 00 00 00 00 00 00 05 05 02 00 00 00 00 00 00 00 00 00 
00 00 01 07 12 12 0B 0D 12 13 0C 00 00 00 00 00 03 09 07 02 00 00 00 00 00 00 00 00 
00 00 00 00 03 03 02 09 0F 0D 07 09 0C 00 00 00 00 02 09 06 01 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 0C 0D 00 00 00 00 00 00 07 05 01 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0E 0B 02 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 03 0F 04 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 07 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 0F 0D 04 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 03 00 01 01 00 00 00 00 00 00 04 06 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 03 02 00 00 00 00 00 06 01 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 09 12 05 00 00 00 00 00 00 00 00 
00 00 00 00 00 05 15 13 00 00 00 00 00 00 00 00 16 2A 23 07 00 00 00 00 00 00 00 00 
00 00 00 00 00 05 12 13 05 00 00 00 00 00 0D 33 45 3B 20 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 07 11 12 0C 04 09 0A 16 38 47 3A 21 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 02 09 09 03 06 0D 11 21 2D 1C 03 00 00 00 00 00 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 01 03 03 00 00 00 00 00 00 00 01 00 00 00 00 00 00 
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 01 00 00 00 00 00 00 

