00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFFF4 FFFFFF58 FFFFFD3B FFFFF998 FFFFF67C FFFFF762 FFFFFC4B 000001E6 00000678 000007A7 000004A6 000000E1 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFFF4 FFFFFF88 FFFFFD47 FFFFF6D1 FFFFEA84 FFFFDC9B FFFFD620 FFFFDDE1 FFFFF471 00000DF6 00002358 00002A30 00001C52 0000078D 0000005A 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFFF4 FFFFFF40 FFFFFB6C FFFFEC72 FFFFD075 FFFFB025 FFFFA4A1 FFFFBBAB FFFFD990 00000190 00002D6B 00005835 00006E35 000057D5 00002179 00000206 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFEE0 FFFFF816 FFFFE38B FFFFB98D FFFF8DBD FFFF7A66 FFFF99D1 FFFFDA52 00000C03 00003756 000063A2 00009D27 0000C4F3 0000ACB4 000052FD 00000536 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFF88 FFFFFC28 FFFFF00F FFFFD4A0 FFFFAA19 FFFF7C24 FFFF6ABC FFFF930B FFFFF91B 00005C7A 00007FC9 0000753C 00007CF5 0000C80D 00010E81 0000FFC7 00009121 000011CD 000001C2 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFE20 FFFFF1B6 FFFFCF86 FFFF989B FFFF6791 FFFF634A FFFF9F46 00001433 0000A74F 00010222 0000E701 00007B8D 000056D7 0000C7E4 00013DCB 00013F9D 0000C73D 0000232B 0000047E 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFC8E FFFFE622 FFFFAED2 FFFF67BA FFFF4E4D FFFF9E4C 000030C0 0000C02A 00013383 000158C8 0000E517 00002B65 00000460 0000B548 00015AA3 00016653 0000E0F7 00002DE9 00000629 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFBEC FFFFE106 FFFFA606 FFFF6F36 FFFF8970 00001328 0000B485 00011B8A 00014741 0001259C 00006FFB FFFFBB89 FFFFD31F 0000C0C9 00017811 000170F0 0000D0B1 0000289D 00000523 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFCC5 FFFFE78A FFFFC103 FFFFB035 FFFFEA06 0000658A 0000D906 0001056A 0000E841 000087F2 FFFFDB97 FFFF8D6F 000007B3 00010598 000190B0 00014D1C 00009615 0000180F 000002A5 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFE94 FFFFF447 FFFFE5B4 FFFFEB85 00001F75 00006C16 0000A2B2 00009499 00004924 FFFFDFB9 FFFF903A FFFFCFE8 00008F4F 000159A7 00017B57 0000EE33 00004E8B 0000094E 000000C9 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFFBD FFFFFC8F FFFFF9A2 000001DA 00001C73 00002F52 0000259E FFFFF033 FFFFB20A FFFF92E2 FFFFC6B2 00006AC1 00011FAE 000177BF 000125D9 00007CCE 000019AE 000000C7 00000166 00000292 0000013B 
