0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 FFFFFFFFFFE7B7D0 FFFFFFFFFEBD5D9F FFFFFFFFF9152A0E FFFFFFFFEEA54E98 FFFFFFFFE9A583C8 FFFFFFFFEB369D52 FFFFFFFFEBC19FCA FFFFFFFFEA5564FA FFFFFFFFE391F94B FFFFFFFFD9674ABD FFFFFFFFD4B3C9EB FFFFFFFFD8158B4E FFFFFFFFE22637F4 FFFFFFFFEB4755FA FFFFFFFFEF3C7C2F FFFFFFFFF6C93260 FFFFFFFFFF7DF476 0000000001835BDA 00000000004F6F20 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 FFFFFFFFFF5606B0 FFFFFFFFFC95A209 FFFFFFFFFA33743B FFFFFFFFFC902996 FFFFFFFFFF6EA334 FFFFFFFFFC1CD1B1 FFFFFFFFEF1D23F6 FFFFFFFFD0197D34 FFFFFFFFAB4C76D6 FFFFFFFFA585BEDF FFFFFFFFB293F312 FFFFFFFFB57193D8 FFFFFFFFAEC78B73 FFFFFFFF95524185 FFFFFFFF77CB00AE FFFFFFFF730954BF FFFFFFFF88BF24EF FFFFFFFFACF64C03 FFFFFFFFC3163EEC FFFFFFFFCACC4B4A FFFFFFFFE7CBCCE9 0000000006E891B0 000000000A44B97F 0000000002C58ECC 
0000000000000000 0000000000000000 FFFFFFFFFFE7B7D0 FFFFFFFFFEEDEDFF FFFFFFFFF76B16A3 FFFFFFFFE404FBDB FFFFFFFFD8D12129 FFFFFFFFEA4040EB FFFFFFFFF92E834E FFFFFFFFE411D7AA FFFFFFFFB151A303 FFFFFFFF74D28C2F FFFFFFFF5F6703FD FFFFFFFF83BC9D65 FFFFFFFFA262094A FFFFFFFFA536D03F FFFFFFFFA0538BD9 FFFFFFFF93B20EF1 FFFFFFFF982C1B88 FFFFFFFFB53864E2 FFFFFFFFD4D9F2EE FFFFFFFFE38B1A73 FFFFFFFFD0A3416F FFFFFFFFC632F98D FFFFFFFFF0BC6196 000000001AF9E607 000000001B0E0916 000000000AF08BA6 
0000000000000000 0000000000000000 FFFFFFFFFE4A8135 FFFFFFFFF086016C FFFFFFFFC27A9CE5 FFFFFFFF8428B511 FFFFFFFF79CFD580 FFFFFFFFA00F30C2 FFFFFFFFAA0E801C FFFFFFFF8CAC7354 FFFFFFFF715EC8DC FFFFFFFF7CEA6E01 FFFFFFFFB71CAA45 FFFFFFFFFA596B0C 000000001C74F79F 0000000029D02E88 0000000045087BB8 000000006A3F80AB 000000007E9FC2A1 00000000781968C7 000000006062ABA9 000000003BD2AB14 000000001449A16C 000000001A4BEAB9 000000004DF36CC7 000000005E17ED33 000000003620081E 000000000F0B9EA2 
0000000000000000 FFFFFFFFFD88AB20 FFFFFFFFEA902580 FFFFFFFFAF713B7A FFFFFFFF5CF7339A FFFFFFFF4E7002E2 FFFFFFFF9CEC34E6 FFFFFFFFD77CBE19 FFFFFFFFCD04723B FFFFFFFFC95DD03C 0000000002434E0D 0000000062320E3E 00000000A61CD059 00000000B702BC70 00000000B4D38F70 00000000B1F64A05 00000000B63E8D04 00000000AFC97B61 0000000084560432 000000005A15DA1E 000000004CE25BC6 0000000046E392F6 000000004C5707FD 000000006DE972F7 0000000076F044CB 000000003C8F51FF FFFFFFFFF69985E3 FFFFFFFFE66F0880 
0000000000000000 FFFFFFFFF79C46A2 FFFFFFFFCDBFC6D5 FFFFFFFF8293A494 FFFFFFFF72FCF36A FFFFFFFFF5DE2D45 0000000096C616E7 00000000ACBDC2B1 0000000077422A5F 00000000772796E6 00000000B1A4CDDA 00000000E0E2100E 00000000C722BB5F 000000008870D1E9 000000005408337F 0000000026722CE1 FFFFFFFFFBE16C87 FFFFFFFFD82ADF8D FFFFFFFFC875B306 FFFFFFFFE3266F2C 0000000004B461B2 000000000DCC0648 0000000012899821 00000000149E1E95 FFFFFFFFE3D7D1DE FFFFFFFFA100BE5F FFFFFFFF9B83C2DB FFFFFFFFCE4157E5 
0000000000000000 FFFFFFFFF8D51438 FFFFFFFFDCFCE2C3 FFFFFFFFC170EF40 FFFFFFFFF0C6002B 00000000780832A2 00000000B9D9C5A5 000000006D80A390 000000002CEEB9F8 0000000036416A5F 0000000040B0FC8C 0000000025F07BB1 FFFFFFFFEC660D94 FFFFFFFFBECF1101 FFFFFFFF9F4F88D9 FFFFFFFF85305FB5 FFFFFFFF8107FF79 FFFFFFFF91422878 FFFFFFFFB97D0E4B FFFFFFFFDF9262B0 FFFFFFFFD99B2867 FFFFFFFFBF4C49BD FFFFFFFFB3B5B2B1 FFFFFFFFAB5A81D3 FFFFFFFF95CE8048 FFFFFFFF9547CC1A FFFFFFFFC728B453 FFFFFFFFF91A9978 
0000000000000000 00000000004AC076 0000000004AAC822 000000000D9D44B5 000000001F1DC6C8 00000000258D740C FFFFFFFFDC3EBA58 FFFFFFFF7C84CAC3 FFFFFFFF7E713947 FFFFFFFFA2805174 FFFFFFFFA054CC18 FFFFFFFF8582B0B4 FFFFFFFF7AF6BE43 FFFFFFFF932F0D72 FFFFFFFFA7E85D1D FFFFFFFFB8E87C4D FFFFFFFFD14F088B FFFFFFFFDFBFA0C1 FFFFFFFFF09E4396 FFFFFFFFEBD9A9BC FFFFFFFFD80AC795 FFFFFFFFD0850D59 FFFFFFFFD5377311 FFFFFFFFD59376B9 FFFFFFFFD6F300E5 FFFFFFFFE4863291 FFFFFFFFFD9E1E7E 0000000005368251 
0000000000000000 0000000003575E0A 0000000013CE94DA 00000000299A9625 000000002966A063 FFFFFFFFF3D0CCF0 FFFFFFFF8FD5C580 FFFFFFFF5F70A898 FFFFFFFF793D5693 FFFFFFFF86F3D66A FFFFFFFF7E7ACACF FFFFFFFF7DBC18DB FFFFFFFF95482D7B FFFFFFFFC5EE3C14 FFFFFFFFDCDDCDCD FFFFFFFFEACCF513 FFFFFFFFFFBE2466 0000000000A12080 FFFFFFFFFF6C7C0F FFFFFFFFFC890478 FFFFFFFFF8EE4D58 FFFFFFFFF85BD16E FFFFFFFFF9C67AAE FFFFFFFFFA28491B FFFFFFFFFB2B6C3C FFFFFFFFFDE8BFD5 00000000017FE264 000000000180A526 
0000000000000000 0000000001C3DE1C 000000000CCECC0A 0000000028B43BB0 000000003C965D03 0000000020B46DDA FFFFFFFFE7999AE9 FFFFFFFFD14BBC42 FFFFFFFFD450F478 FFFFFFFFCB86276D FFFFFFFFC8BC99A6 FFFFFFFFC4CA211C FFFFFFFFC57E478F FFFFFFFFCE370DA5 FFFFFFFFCCB96B7F FFFFFFFFE9A9F939 000000000EC70850 000000000E2212FF 0000000005DC052F 000000000179FF87 000000000024A985 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
