0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 07BD 2567 2A00 16DF 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 11A0 4716 6E38 7979 6712 31FD 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0D49 40D5 7560 972A A25E 9125 6552 202E 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0788 3A56 639A 7D6F 8A04 8EE5 86D9 7189 457F 0F1D 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 2900 5633 669C 5FD0 52E1 51C4 5B36 6106 557D 30E0 0EE5 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0DB8 3BF9 52D7 4F6E 3A9E 233B 2043 3598 4A5E 4C6A 344A 17CE 02A6 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 038C 2CA1 4549 45D2 33AA 1ACA 09F2 0A6E 1E31 352B 3AC0 239B 0980 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 03FF 2723 3FE9 450F 370C 1DBF 0860 0176 02BC 0E05 2104 284F 134E 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 00BA 0B5A 1FD4 34EB 3BAA 379D 255C 0E95 019F 0000 0000 0461 1179 18CD 0EBF 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 007B 06F5 134E 17D9 1C9F 2449 281E 256B 2044 129D 04DC 0049 0000 0000 0000 03BC 0996 0CFC 074A 0BC3 1038 0B57 01C0 0000 0000 
0000 0000 0000 00C7 0BCD 1AD6 1F57 1B3E 169B 1249 0E9A 0BB6 058D 0049 0000 0000 0000 0000 0000 0000 0463 08D1 13D9 1773 10C4 02A8 0000 0000 
0000 0000 0000 00DB 0D17 1D7E 22A3 177C 0AE3 0451 00F0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0338 0FFB 1DC3 1C0A 0FC8 0269 0000 0000 
0000 0000 0000 010A 1064 2474 2AE9 1B72 07F1 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1568 26FB 2FBF 2533 0E5A 020B 0000 0000 
0000 0000 0000 012E 12D6 2AD7 3272 1FF0 0594 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0750 2802 3880 374D 26A9 0BCB 019A 0000 0000 
0000 0000 0000 0102 1001 29D6 32C1 2020 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 15BA 33BC 3BDE 2F83 1982 0622 00CB 0000 0000 
0000 0000 0000 008D 0870 2646 36E2 2BE4 0C63 0000 0000 0000 0000 0000 0000 0000 0000 0000 0C5F 2C31 3B71 368F 201E 0977 01A3 0031 0000 0000 
0000 0000 0000 0026 0215 23CE 3DF4 3CF5 272E 0065 0000 0000 0000 0000 0000 0000 0000 07EF 336B 3F24 3DCF 2D0B 1261 0139 0018 0000 0000 0000 
0000 0000 0000 0000 0000 1E6E 4010 4E4D 4B5E 395C 0D6A 0000 0000 0000 0000 0000 21D5 43DA 50DE 47FB 35C3 1DDE 086A 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 113C 3477 53AC 670A 7022 64EE 4F71 3FB3 401D 4C67 6026 6FB7 7035 5C55 4186 2441 0CCB 0174 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 040E 20C9 4769 6960 8645 9B38 9FAB 9DC9 9CFD 9F7D A143 94D0 768E 5397 31D4 1454 03A4 0018 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0085 10A7 2ED5 529F 76CE 970A AAC4 B380 B025 A760 97EC 7B81 55E5 35A6 1B4C 0898 007B 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0394 10F5 27BE 419C 5933 6BF1 767B 7262 6652 5419 3C95 24EC 13D9 07EF 01BB 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 02D5 0943 10F5 17EC 1E14 21D5 2060 1BF5 159A 0E47 07CA 038F 00EA 0000 0000 0000 0000 0000 0000 0000 0000 
