00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000004 00000057 000002A8 000009D3 00001009 00000F76 00000EB2 00000EEE 00001207 00001987 00001F0E 00001EB4 000018DE 000010A1 00000D5D 0000096E 00000219 FFFFFECD FFFFFF90 
00000000 00000000 00000000 00000000 0000001C 0000017D 00000409 00000399 000000A8 00000116 00000705 0000168D 000036B3 00004D99 0000492F 000044C8 00004595 00005184 00006D72 000080A2 00007D8C 00006601 0000483C 00003D06 00002C82 00000B5B FFFFFA24 FFFFFC96 
00000000 00000000 00000004 0000000F 00000287 00000D99 00001E36 00001B0F 000008A0 00000A8C 000028FC 00005BD4 00009874 0000B304 0000A5FF 00009BED 00009B80 0000A7A2 0000C4E9 0000D77D 0000D16C 0000B4F6 000096F5 00008D7E 00006DE2 00002653 FFFFF60F FFFFF398 
00000000 00000000 00000043 000004B3 00001A77 00004D13 00007ACD 000073C8 00005415 000050F4 000074ED 0000AF33 0000EFB5 000108AF 0000EC66 0000CE76 0000BF27 0000B814 0000D372 0000FBEC 000107A5 0000EECF 0000D360 0000C5B0 00008F56 00002769 FFFFE775 FFFFE98B 
00000000 00000068 000006AF 00002280 000062FA 0000B3EC 0000D55C 0000B675 00009027 00008E79 0000AA56 0000CBDA 0000F62E 000110A2 0000F669 0000D05D 0000BDD1 0000B502 0000D21C 000106DC 00011AB9 00010340 0000E8DE 0000D588 0000981B 0000303B FFFFF0AD FFFFEFA4 
00000000 000000DE 00001069 00004CC4 0000B9CC 00010EE1 0000FF07 0000BC36 00009C96 0000A29C 0000B5D2 0000C1AD 0000DB20 0000FBE8 0000EEBA 0000CD08 0000BBBF 0000B211 0000C710 0000F290 000104A9 0000F6A5 0000E538 0000D2F6 00009DCB 000047D4 00000B47 FFFFFCCA 
00000000 00000146 00001769 00006B9D 0000FFCE 00015DCD 000128D2 0000D32B 0000B705 0000B87E 0000BCA5 0000B3FA 0000B8D5 0000CF9D 0000C4DA 0000A984 00009486 0000836A 000084EE 000099FF 0000A7FB 0000A961 0000A822 0000A2BF 000081A1 00004896 00001905 0000044D 
00000000 00000176 0000190D 00007480 0001215C 00019699 0001696F 000115B8 0000F3DC 0000E5C5 0000D28B 0000AC19 000090F0 00008965 0000722F 00005712 00003EAC 00002E33 00002B37 00003884 000046AB 00004C41 00004BEC 0000480F 000037AF 00001E21 00000918 000000DD 
00000000 000001FA 0000183D 00006A57 00010ADA 00018672 00017450 00012BA4 00010479 0000F23D 0000DC5D 0000AED5 00008494 000060F9 00003A18 0000210D 00000CA9 0000048A 0000055E 00000834 00000ABB 00000BD6 00000BCD 00000B25 0000089D 000004B4 00000166 00000017 
00000000 000001BA 00001143 00004A35 0000C15C 00012E82 00014047 00011F35 00010796 0000FA51 0000EB24 0000CED6 0000B633 000097B2 00007137 00004544 00001256 FFFFF9F0 FFFFFABA FFFFFE7B FFFFFFC9 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 000000DE 00000870 000027FC 0000735C 0000CBE0 0000FCCE 00010448 0001010C 0000FE48 00010162 00010376 000102DD 0000EF36 0000CDBB 00009960 00004AEC 00000698 FFFFF1A0 FFFFF8D4 FFFFFEE0 FFFFFFF9 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000036 0000028C 00000F9B 000034B0 00007029 0000A7F6 0000CCF7 0000E33F 0000F420 0001071D 0001155E 00011BAC 0001258C 00012EEB 000102BF 0000A664 00003C10 FFFFF92F FFFFEE43 FFFFFA56 FFFFFF8A 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 0000005A 00000365 00000F16 00002979 00004D4E 000073F9 000095C7 0000B695 0000D7AC 0000F2BC 000104BE 00012C49 00015D64 00015B13 0001147F 00009B99 00002B8D FFFFF20E FFFFEE0A FFFFFC22 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000012 00000135 0000061E 0000115C 000023C0 00003A94 000056A6 00007773 000098EB 0000B94B 0000F29E 00013EB8 00017CE6 00017B45 00010FB4 000074D1 FFFFFDE3 FFFFDD92 FFFFF460 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000070 000003C0 00000E44 000021EB 00003B27 000057A3 00008C69 0000DBFF 000150D6 0001A63C 000170D0 0000C787 000019AB FFFFD623 FFFFEEDD FFFFFFC1 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000100 00000C58 000015A7 000009C8 000000C8 00000108 00000437 00000E47 00002EAD 000070C3 0000FA4A 00018F4A 0001A537 00011A17 00004972 FFFFDC7C FFFFEA58 FFFFFE88 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 0000032C 00002D37 00004CBF 00002040 FFFFFB39 FFFFF977 FFFFFEB1 0000018C 000009AD 00002A6A 0000A4A6 00015CD6 0001B872 000158BB 00007AB4 FFFFE992 FFFFE4D3 FFFFFC49 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 000005C9 0000551D 00009073 00004385 FFFFF9F0 FFFFF1FE FFFFFBE9 FFFFFFC8 0000013A 00001091 00007551 000131A7 0001B5E5 00017642 000095F0 FFFFEFD7 FFFFE04A FFFFFA44 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 000008C5 00007ACA 0000DEBA 00008EB6 00001ADF FFFFF273 FFFFF619 FFFFFE22 FFFFFFFB 00000999 00006042 000117FD 0001AE18 0001860E 0000AA10 FFFFF7CF FFFFDFF9 FFFFF975 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000C91 000097E2 0001264D 0000F4A9 00006B2F 000011F3 FFFFF602 FFFFF905 FFFFFE6C 00000E5C 00006DF5 00012532 0001B27E 00018E33 0000B7FB 00000060 FFFFE1F9 FFFFF948 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000E2A 000092D8 00013503 0001450F 0000D467 0000669D 00002F01 000024B8 00002C89 00004DC5 0000B646 00014D1A 0001B13E 00017DFB 0000AEE9 000000AC FFFFE497 FFFFF9E2 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000C9B 0000725D 00010E80 00015BCF 0001283C 0000CEEF 00008FE4 00007566 000078A4 0000A1F3 0000FE3C 000165C6 00019850 00014F54 00008ED0 FFFFFDB5 FFFFEAB5 FFFFFC0A 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 0000099A 00004E03 0000CEE9 00013882 00014045 0001176F 0000E803 0000C9D5 0000CE72 0000EBAF 00011E5A 000154AD 00015B93 0001058A 00006910 000001C3 FFFFF497 FFFFFE49 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 0000067A 00002B74 0000837D 0000E314 000112FF 00012184 000111C9 0000FE43 00010671 00010E21 00011453 00012594 00010F44 0000BC33 00004ECF 00000BBB FFFFFD0D FFFFFF8F 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 000001D9 00000FB9 00003F20 0000809B 0000BE49 0000EF24 00010249 000105E2 000110F8 00010825 0000F57F 0000ED28 0000C6FC 00008203 00003A64 00000E37 FFFFFFF2 FFFFFFF1 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000048 0000049A 0000174E 00003690 0000622D 00009251 0000B56C 0000CCDA 0000DE80 0000D2FD 0000BAC6 0000A593 00007FD8 00004E8B 000022CF 000008B0 0000001F 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 000000EA 00000513 00000DD6 00002035 00003B5F 0000575B 0000714E 0000841E 00007E7A 00006A73 00005139 000036CF 00001CCF 00000AF9 00000278 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
