00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 FFFFFFF4 FFFFFF70 FFFFFD2F FFFFF9B2 FFFFF747 FFFFF94C FFFFFE38 FFFFFD84 FFFFFB14 FFFFF75D FFFFF51F FFFFF906 0000000D 0000048B 00000666 000004A7 0000060C 000006C1 000002D0 
00000000 00000000 00000000 00000000 FFFFFFAC FFFFFEBC FFFFFDE9 FFFFFE77 000000C3 00000091 FFFFF9C3 FFFFEBEB FFFFDD44 FFFFD6E3 FFFFE4A7 FFFFFB88 FFFFF840 FFFFEDFF FFFFDF6C FFFFD7FB FFFFEAE9 00000891 00001A71 000020F0 00001A93 00002251 000025CD 00001222 
00000000 00000000 FFFFFFF4 FFFFFF88 FFFFFC3F FFFFF503 FFFFEFD1 FFFFF520 00000530 000004C7 FFFFE415 FFFFBB34 FFFFA557 FFFFAEF0 FFFFDC17 00000726 00000277 FFFFF3F9 FFFFE277 FFFFDE11 FFFFFFA2 00002A6A 00003FA9 0000453B 000043DF 00005D9B 00006828 00003B72 
00000000 00000000 FFFFFF28 FFFFF951 FFFFE5EC FFFFC91C FFFFBC56 FFFFD6CF 00000650 00000897 FFFFD686 FFFFA02D FFFF916B FFFFB82F 0000088E 0000497D 00004CB4 00003935 0000259F 00001657 000032CE 00006314 00007A75 00007CEB 00008B6C 0000B461 0000B57B 00006402 
00000000 FFFFFEC8 FFFFF6D9 FFFFDD4E FFFFAE6E FFFF87DC FFFF9750 FFFFE599 00002B03 00002208 FFFFF0B0 FFFFCFF6 FFFFE474 00002230 00006EB8 0000ADE6 0000B292 000095F9 0000825F 00006947 0000761C 00009CDD 0000AE95 0000B10B 0000CB53 0000EDB2 0000D58D 00006D4D 
00000000 FFFFFBE0 FFFFE6DE FFFFB1E5 FFFF6D39 FFFF5FAD FFFFBE97 00004E8F 000085F7 00005BAF 00003BA2 0000439D 0000709B 00009F32 0000C288 0000EB4F 0000E827 0000C50A 0000A941 00008551 000084D2 0000A25E 0000B1E0 0000BB17 0000D3F2 0000DE74 0000AE30 00004E03 
00000000 FFFFF8DA FFFFD738 FFFF8B8A FFFF4594 FFFF6FC6 000025E6 0000DDB5 0000EAB5 0000A3FD 000095F4 0000AC70 0000C700 0000C991 0000BEA6 0000C948 0000B6EF 00008ECB 00006B3B 000050DA 00005748 00007165 00007FA6 00008A98 000094AB 0000882F 000058FB 0000206A 
00000000 FFFFF76C FFFFD1F3 00025ACC FFFF5983 FFFFAB51 000075F3 000120EF 00010DB9 0000C1C3 0000B4F6 0000B5E9 0000AF9E 0000949E 000074AC 00006B2D 00004D4D 000030F9 00001F90 00001CC0 00002670 000031BC 000035FB 000038B2 000036A1 00002A3E 000016AF 00000679 
00000000 FFFFF93C FFFFDD8B 000227E0 FFFF9063 FFFFD254 00006275 0000D90F 0000C8C4 00009741 00008D99 00007F19 00007056 00005820 00004598 00004180 0000255B 0000192A 00000AA7 00000554 00000645 0000078C 000007FD 00000839 00000781 00000542 0000027B 00000097 
00000000 FFFFFC9A FFFFEE35 00018EF8 FFFFBF2E FFFFE138 00002D84 0000718C 0000764E 00006614 000067B1 00005EE1 00005C11 00005263 00005467 00005D9E 00004FE3 00004631 00002056 00000837 00000130 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFFF02 FFFFF9A8 0000F758 FFFFE2CC FFFFF298 00001866 0000433B 00005796 00005953 00005E53 00005720 00005ACA 00006004 00007248 00008566 0000904E 00008FC9 00005F60 000025AD 00000645 0000002D 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFFFE2 FFFFFE84 000074B5 FFFFF7B0 000001B3 000015C7 00003131 00004696 00005460 00005E89 00005D08 0000616F 000061BB 000068F8 00008558 0000BE05 0000D1CD 0000ADD5 0000611D 00001EDE 000002C5 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 FFFFFFCE 00001DBF FFFFFED6 0000045B 00000E1B 00001EF6 00003131 00003F99 000046A4 00004C40 0000526B 00005102 00004938 00006010 0000ACB3 0000E298 0000E7CA 0000AA24 00005459 00001637 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 00000000 000000F6 FFFFFF97 00000076 00000404 00000C2C 00001454 00001964 00001FA1 00002EED 000037EB 000030A3 0000189F 000020E5 00006219 0000B6A9 00010088 0000F2AF 00009CEC 00003860 00000000 00000000 00000000 00000000 00000000 00000000 
