0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0816 1CA3 3662 4502 4D87 4945 3C1E 2DC4 1D74 0E7D 08C9 05AF 028F 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 185A 3F59 613F 7BC9 FFFF8601 FFFF8A93 FFFF94F9 FFFF9D15 FFFFA249 FFFFA32C FFFF9FF4 FFFF9946 FFFF854D 65E0 4714 2AFC 1204 
0000 0000 0000 0000 0000 0000 0000 04B1 246B 3E42 52CC 6EEB FFFF88BB FFFF95E3 FFFF9C79 FFFF9486 FFFF846F 7AE6 7B1C 7CC7 FFFF82B5 FFFF89F6 FFFF8CF3 7F31 6402 45A0 2956 10E3 
0000 0214 08B6 1084 1461 1613 1BE5 239C 31E9 3DA4 43B0 4CEF 544A 5089 4C9F 43F6 36A8 2C79 2D8F 2FBB 3513 3BCC 3EC7 3706 2948 1BE1 0FB7 0552 
0000 0569 1963 3777 43DC 38D1 2491 07C6 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 03EA 0688 07BA 08E1 0961 0830 0610 0410 0245 00BB 
0000 04C6 18DC 4059 5A38 583C 4597 1F7B 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 022D 0E2A 3064 5438 6A35 7471 6BD6 4CC9 25BE 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0072 04C2 16E4 34D6 53A5 71C9 FFFF88A9 FFFF9092 FFFF8950 752F 5B2E 31B0 023B 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 00BF 054F 12C0 2600 3FD9 5C63 7718 FFFF8B43 FFFF97D7 FFFF9D79 FFFF934C 769F 4403 0532 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0026 0229 0717 10BB 1E11 3008 471B 60ED 79BF FFFF915D FFFF9A65 FFFF8769 54AE 1313 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 00FC 057D 0F42 1D8C 2F29 4DFD 6DC0 7DC8 6D98 40E9 09B4 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 03DC 14B0 3170 4F84 5B0C 4BC7 2641 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 02AE 0F10 2BBB 402A 3D4B 2797 07FD 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 02B7 1726 2B37 2C4B 1B36 0255 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0BDE 1BE9 205B 146C 00CB 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0A21 0000 0000 0000 0000 0000 0000 0000 0000 0295 0D3A 12F4 0C56 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 174B 159E 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0342 076A 0398 0127 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 1DC3 31E8 28B6 0CFA 0000 0000 0000 0000 0000 0000 0000 0000 0000 017A 1122 14B4 0C38 0362 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 1BC4 3E89 50B8 4BBF 30AC 0000 0000 0000 0000 0000 0000 0000 1657 29C0 2F10 26F3 142B 0458 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 1054 3183 539B 6A2C 6DFE 5855 333B 09F5 0000 0000 1CB4 4333 60E7 5C1B 4A81 30E7 14FD 0341 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 045E 19CA 3823 588B 75FB FFFF85E6 FFFF861A 7DCD 7A53 7F5B FFFF89AF FFFF90DD FFFF89A3 6A61 4883 2812 0E10 0147 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0098 099D 18DF 2FD2 4DBE 695C FFFF80C0 FFFF9491 FFFF9BE1 FFFF9DAE FFFF99AA FFFF88F8 6C6A 4B37 2D2D 1547 0616 003D 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 01F0 058D 0E7C 1E51 3094 461D 5D1B 64BD 647E 5BF0 487A 30AC 1E49 0F5B 05BE 0158 0000 0000 0000 0000 0000 0000 
