0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 000D 0099 02D7 0594 06DB 0643 0510 05D7 0836 0AF8 0C39 0A30 0667 03D0 021F 009E 0000 0000 0000 
0000 0000 0000 0000 005C 013F 019F 00EB 001C 013E 0679 125F 1CF2 1FF5 1C0A 16C3 1A3B 23A0 2D25 3067 26EB 187C 0FC9 0925 01CF 0000 0000 0000 
0000 0000 000D 007F 03D8 0A20 0C0A 0712 0228 0871 1D73 3980 462E 41D5 3598 2BE9 3084 3B29 421B 413B 31E0 2239 1D02 13BA 023D 0000 0000 0000 
0000 0000 00EC 06E7 18B2 2D95 3150 24A5 1993 21A6 3A58 5487 56E0 451C 2C47 1818 148D 1A69 2080 246E 192C 0D74 0C26 0031 0000 0000 0000 0000 
0000 0158 095E 2054 4387 5674 482B 2D1D 20BC 29C9 35C0 36C0 2455 071C 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0448 17F9 413D 65DA 5BA0 2BB4 0232 0000 04DB 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 06FC 22AA 5250 6636 39A4 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 06B1 1EBD 4481 45F5 11CB 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0342 0EC0 242E 20E8 0378 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0073 0282 0A5E 0623 0000 0000 0000 0233 0D02 0E28 14B6 11DE 0F1F 06A7 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 042F 131D 15EC 1746 0D6B 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0755 0CE6 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0143 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0AAF 0ABC 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0350 073B 06BA 01FD 0000 0000 0000 0000 0000 02E6 1802 1A8B 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0DFA 1A66 1610 0503 0000 0000 0000 0000 0000 0D04 23B6 2A51 0A71 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 1D93 303D 2424 04CE 0000 0000 0000 0000 0000 0FE4 2B1D 396A 1C84 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 2A31 40A6 31AF 093E 0000 0000 0000 0000 0000 11DC 3262 4525 2710 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 2CAC 4588 3B2F 13DB 0000 0000 0000 0000 0000 18C7 3F13 4F79 287D 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 23FB 3A9E 394E 1EF9 0000 0000 0000 0000 1063 32E4 52C8 5087 191B 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 15CA 25AC 295C 1CD8 03C4 0000 012A 106A 28DF 4890 5476 3A83 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 069C 0D5E 0DC0 0799 00CF 0000 0AE1 1AD4 2F3D 39F6 298F 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0010 0000 0000 0000 0000 0000 0521 0898 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 

