0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000350DD9 000000000266C864 000000000B5D10BF 000000001653995C 000000001B6C38E8 00000000190D8490 0000000014409C70 00000000175C6C27 0000000020DB3D83 000000002BE3A5EE 0000000030E72973 0000000028C1339B 00000000199FDC56 000000000F426C39 00000000087CEE7A 00000000027B1199 FFFFFFFFFB3622E8 FFFFFFFFF92F1DE8 FFFFFFFFFD41C480 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000017360EF 0000000004FF656B 00000000067D8009 0000000003ADBB11 0000000000732CBA 0000000004F9232F 0000000019E5356A 00000000497E6E39 0000000073C921CC 000000007FD71FC8 000000007029A9F0 000000005B0EDC28 0000000068ECF16D 000000008E803442 00000000B497D2EF 00000000C19C7DA2 000000009BAF8E7A 0000000061F0B324 000000003F244C67 0000000024970D9B 00000000073D6933 FFFFFFFFE5DFC6CD FFFFFFFFDC0DD1A0 FFFFFFFFEED596B0 
0000000000000000 0000000000000000 0000000000350DD9 0000000001FCACB2 000000000F617C2A 00000000288130D8 00000000302B777C 000000001C485125 0000000008A30066 0000000021C6CD28 0000000075CDEE96 00000000E601EBCF 0000000118BA60BE 000000010755C374 00000000D6639A0C 00000000AFA4ADB8 00000000C2117D2D 00000000ECA560A7 00000001086F4FE8 0000000104EC334B 00000000C780A0E7 0000000088E7E081 0000000074086AD6 000000004EE8A80E 0000000008F5DBEF FFFFFFFFBBDEAD8B FFFFFFFFA0F77B25 FFFFFFFFC875388C 
0000000000000000 0000000000000000 0000000003B00F63 000000001B9D5AD9 0000000062C99E37 00000000B657D836 00000000C5429F21 000000009294ECEA 00000000664F8BA2 000000008698F4E2 00000000E9613DC5 00000001521CF226 000000015B835128 000000011470AA4D 00000000B11C60F5 000000006062F0EE 0000000052342E4C 0000000069A7BE80 0000000082038806 0000000091B81EF8 0000000064B3DB8C 0000000035D3C628 00000000309BDD72 0000000000C4B9F6 FFFFFFFF9BE4FAB2 FFFFFFFF49ECAA08 FFFFFFFF4F2D3356 FFFFFFFFA52F67DE 
0000000000000000 000000000563680A 00000000257AB45F 0000000081538BB9 000000010E1C5B4C 0000000159D30F95 0000000120AFD646 00000000B4776FAC 0000000082F0E779 00000000A727F978 00000000D70117ED 00000000DB019D76 0000000091561853 000000001C725701 FFFFFFFFB3D84A26 FFFFFFFF5EAACE83 FFFFFFFF439702B0 FFFFFFFF59D5D95E FFFFFFFF75D3D679 FFFFFFFF891BDD4B FFFFFFFF7353D0F1 FFFFFFFF5E8E9263 FFFFFFFF65B0AA60 FFFFFFFF3D0E4D7D FFFFFFFEF4CFC2E9 FFFFFFFEE2FAAD97 FFFFFFFF2774C074 FFFFFFFF9CD38953 
0000000000000000 00000000112101F2 000000005FE754CD 0000000104F41828 0000000197694E7B 000000016E83C3AD 00000000AED12906 0000000008CA67A6 FFFFFFFFEB5FD662 00000000136E01A7 FFFFFFFFFAEFCCD8 FFFFFFFFAF6F397A FFFFFFFF4ED7E159 FFFFFFFEE7FDF9E5 FFFFFFFEAF88537C FFFFFFFE7F55EE19 FFFFFFFE79CED07D FFFFFFFEA6827FA5 FFFFFFFECEF9F6CD FFFFFFFEDE6D76E9 FFFFFFFED3DBC8C2 FFFFFFFEC539018F FFFFFFFEC4FC1CE7 FFFFFFFEACB2827E FFFFFFFEA0AC06FD FFFFFFFEDA1D9452 FFFFFFFF453C1822 FFFFFFFFB3D17B5E 
0000000000000000 000000001BF0C2EE 000000008AAAA282 000000014940E6EE 0000000198DA4401 00000000E692F84B FFFFFFFFCA868ACF FFFFFFFF10FD859A FFFFFFFF0E15EEE8 FFFFFFFF341F1A30 FFFFFFFEFBE792A8 FFFFFFFEBB5EB412 FFFFFFFE908F2326 FFFFFFFE72525B7D FFFFFFFE81754E5C FFFFFFFE88242F95 FFFFFFFEAC847DA7 FFFFFFFEEDBC8ABD FFFFFFFF149171F6 FFFFFFFF17CDD01B FFFFFFFF04415014 FFFFFFFEEA0E1BF9 FFFFFFFEDB5152DE FFFFFFFED32F43E9 FFFFFFFEF00910F9 FFFFFFFF3E617553 FFFFFFFF96521C61 FFFFFFFFDB34C76E 
0000000000000000 000000001AC53086 000000007AF4ED73 000000011206838E 0000000117D53678 00000000472EFB13 FFFFFFFF4F9C9549 FFFFFFFEBA4CCE3D FFFFFFFEC842A930 FFFFFFFEF4A0A8FE FFFFFFFEDF466903 FFFFFFFEDCE54740 FFFFFFFEE628E6A5 FFFFFFFEF754B75B FFFFFFFF218E4FE4 FFFFFFFF436DAC83 FFFFFFFF772EEE37 FFFFFFFFA0EFAE60 FFFFFFFFA9E7CC8F FFFFFFFF9C5F5290 FFFFFFFF8A43428A FFFFFFFF7CB91BE0 FFFFFFFF77EF7700 FFFFFFFF7EF95AE1 FFFFFFFF9A71325C FFFFFFFFC1E2E6C6 FFFFFFFFE30AF8D1 FFFFFFFFF7C6BDEF 
0000000000000000 000000000D096468 000000003B01528C 0000000090B82A02 0000000083A0F9DC 000000000DE2D601 FFFFFFFFA199363F FFFFFFFF603E5376 FFFFFFFF79FF8D08 FFFFFFFFA4ED843C FFFFFFFFA42D0179 FFFFFFFFBC8AC2F5 FFFFFFFFC30834F0 FFFFFFFFC3039F5F FFFFFFFFC6C12D33 FFFFFFFFC22741DD FFFFFFFFD533791B FFFFFFFFE0E2F9F8 FFFFFFFFED15A77F FFFFFFFFEF973891 FFFFFFFFED55841C FFFFFFFFEB99D224 FFFFFFFFEB139971 FFFFFFFFECC1B5E1 FFFFFFFFF1B43A78 FFFFFFFFF7E1C2D9 FFFFFFFFFC90C834 FFFFFFFFFF26CBA4 
0000000000000000 0000000001CD457A 000000000A099495 00000000297B8F3D 00000000188C70FD FFFFFFFFEA895CBE FFFFFFFFDB1A490A FFFFFFFFDD8D1B6C 0000000008CD427E 00000000340BCBF4 0000000038A14BE3 0000000052DB72EA 0000000047794B19 000000003C7F1EDC 000000001A9E60DD FFFFFFFFDF7660CA FFFFFFFFC477B805 FFFFFFFFC12249E9 FFFFFFFFE1A60A46 FFFFFFFFF814573B FFFFFFFFFEE28FAC 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 FFFFFFFFFEAFF544 FFFFFFFFF9CF97C2 FFFFFFFFF1DE3246 FFFFFFFFD53C9730 FFFFFFFFACEB2AED FFFFFFFF9DFD6A0B FFFFFFFF9D1B41C4 FFFFFFFFB78E4E78 FFFFFFFFE63C600A 0000000010BFB506 000000004C7707DD 0000000057B29F44 000000005D1B64A6 0000000035AF8006 FFFFFFFFEB234B13 FFFFFFFFAAD0F9D4 FFFFFFFF88560033 FFFFFFFFA7E5F0B3 FFFFFFFFDC880D62 FFFFFFFFFA21F6CF FFFFFFFFFFD41C48 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
