0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0060 0013 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 01BA 0291 00B1 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 06BE 06C3 02BC 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 071D 0A74 1142 1A8F 1FA7 1E06 1818 0EF4 0512 0692 137C 1785 0D88 03C2 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0090 188C 2987 2DC0 2D34 2C7D 2D8F 2BF2 2115 1685 1338 11B8 1315 1B7A 1DBC 0F23 0000 0000 
0000 0000 0000 0000 0000 0000 25B1 2B2F 1DD0 1DC9 2C69 3838 31C8 221C 1502 099C 0000 0000 0000 0000 012D 0373 04A2 0527 0000 0000 0000 0000 
0000 0000 0000 0000 0000 1E02 2E76 1B60 0B3B 0D90 102C 097C 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0012 012A 0367 07C7 0963 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 014D 
0000 00D5 04F3 0A66 0A59 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0028 0000 0000 0000 0000 0000 0000 0000 0000 005F 0060 
0000 0070 0333 0A2D 0F25 082D 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 03B1 0388 0177 005E 0009 0000 0000 0000 0000 0000 0000 0000 
0000 0005 00C7 04D6 0B3C 0B95 0720 0837 0B79 0C4B 07F1 0000 0000 0000 0000 0000 024A 05CD 04D3 018C 0028 0001 0000 0000 0000 0000 0000 0000 
0000 0000 0000 004C 0216 0273 018A 05C6 09CD 0868 04EB 05D2 0804 001E 0000 0000 0000 01ED 05FF 03D2 00E8 0014 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 07CD 0853 0000 0000 0000 0000 0000 0000 04AB 039B 009D 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 08F5 072D 013C 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 01CC 0045 0000 0000 0000 0281 09BA 029C 0000 000B 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0039 0000 0000 0000 009B 0000 0000 0000 0000 0000 0000 0000 0000 003D 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 00B1 0486 01E0 0036 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 003D 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 09E6 089B 02EE 0064 0009 0000 0000 0000 0000 0000 0000 01DA 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0298 0000 0120 0120 0058 0000 0000 0000 0000 0000 02DB 047A 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0258 01A1 0000 0000 0000 0000 0000 0452 0190 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 05F1 0B91 03BC 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 037C 0D38 0C0C 0000 0000 0000 0000 0000 0000 0000 0000 0DD8 1A90 15EB 04EE 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0361 0B6B 0C08 0333 0000 0000 0000 0000 0000 088B 1FC2 2A97 24EE 13F2 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0071 049E 0A64 0B8C 07D2 02E5 0616 06A1 0DEA 2273 2C24 2412 14E8 0000 0000 0000 0000 002F 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0193 05D2 05EB 01FE 045F 088E 0B29 1491 1BD5 11A7 0245 0000 0000 0000 0000 0000 0065 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 000C 0064 0000 0000 0000 00B6 020F 02B5 0000 0000 0000 0000 0000 0000 0000 013B 0025 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0150 00D0 0000 0000 0000 0000 0000 0000 
