0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00EC 0031 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0789 0645 0103 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0DF8 158C 0B80 00D3 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 12B7 137E 129A 121C 04C7 0000 0019 0004 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 09B7 2053 198B 05FB 0000 0000 0000 0000 01AD 0060 0004 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0DD8 2793 264D 14BE 0000 0000 0000 0000 0531 07DA 0170 0014 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1046 2DA6 2FBB 21F4 0D20 0000 0000 0000 0000 118D 0877 008D 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0DDD 2DF0 333C 1E0C 00D5 0000 0000 0000 0000 031B 09C6 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 060C 2282 2A56 19D0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0007 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1B09 219D 162D 0000 0000 0000 0000 0432 0315 0000 0000 0000 0000 0000 011B 0026 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 166E 2443 201D 08BC 0000 0000 0000 0000 0346 02EE 0000 0000 0000 0000 04D8 0210 0023 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0C08 2289 26FC 1584 0000 0000 0000 0000 004B 0169 04AA 0000 0000 0000 03C4 0529 0019 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 184E 2245 163E 0000 0000 0000 0000 0000 0006 0038 0000 0000 0000 0000 08E4 0217 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 01F2 17A5 1342 0000 0000 0000 0000 0232 0179 001A 0000 0000 0000 0000 03DD 0A05 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0575 0EBD 0347 0000 0000 0000 0272 0000 0000 0000 0000 0000 0000 0000 09B1 0745 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 024E 04D7 0000 0000 0000 0000 00B3 0000 0000 0000 0000 0000 0000 0000 1740 0A88 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 01D5 0000 0000 0000 0000 001D 0000 0000 0000 0000 0000 0000 0D55 25CB 044F 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 000D 0000 0000 0000 0000 0000 0000 1FC3 2070 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0E90 2A2D 0CAA 0000 0000 0000 0057 0000 0000 
0000 0000 0000 0003 0060 0166 05BA 041F 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0E87 31B8 28DE 0000 0000 0000 0107 0051 0000 0000 
0000 0000 0000 0017 01C0 0837 0FEF 0789 0000 0000 0000 0000 0000 0000 0000 0000 03B6 2653 3D11 35B1 0964 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0008 00A0 051F 0B85 0514 0000 0000 0000 0000 0000 0000 06A1 22F7 3E10 413D 292C 006D 0000 0000 0000 0045 0008 0000 0000 0000 
0000 0000 0000 0000 0000 0047 03EC 0474 0000 0000 0000 0000 03F2 196A 301A 396C 2B79 0A9A 0000 0000 0000 0000 0075 0179 001D 0000 0000 0000 
0000 0000 0000 0000 0000 0000 00D4 050E 09D3 0C9C 092B 05EC 12D6 228C 1E2E 08B2 0000 0000 0000 0000 0000 0125 0192 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0011 02C2 081A 09A5 06D3 078F 0BDE 041C 0000 0000 0000 0000 0000 0000 0022 00E5 001D 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0023 0116 00FC 0031 0066 0000 0000 0000 0000 0000 0000 0000 0060 0052 002C 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 006B 0079 0033 0007 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 013C 009A 001D 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
