0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0563 2D8E 3062 0C4D 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1A36 54B2 7BA5 7147 3681 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 2155 581F 839A 99D4 898A 54D2 1D55 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1615 4BA3 6B6D 771E 7AD7 76C6 5DE7 384E 1690 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0549 31D9 5081 53C5 4678 4106 4D18 506E 3B53 1C92 04E9 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 04B7 2E26 45DA 4AD3 3BF3 21D5 18FD 2CDE 4574 3B89 19A8 0252 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0240 2FDA 4F8A 5416 46ED 2BFF 0FBA 063F 15FF 35AB 374D 1599 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0269 1F9F 46C2 5752 4F2D 386B 1BAE 07CE 010E 09E3 22F6 3025 162F 0038 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 02D9 1334 296B 3C36 3F78 32A3 1D8A 0A23 02E1 0057 03D5 113F 24AD 1630 01F2 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0465 089D 0E38 1723 1E0E 21C0 1F09 14A1 0810 0000 0000 0000 008B 0633 19B6 14A5 03D4 02BF 02A1 0028 0000 0000 0000 
0000 0000 0000 0005 007E 0DD9 1358 1436 1235 0CE6 0DB2 0C00 0629 01A9 0000 0000 0000 0000 0000 1166 144A 0A3B 0D01 114E 0B4A 01B6 0000 0000 
0000 0000 0000 0042 046A 1618 1C4F 1819 0F7A 0586 042C 02C9 00AC 0031 0000 0000 0000 0000 0000 0497 0FE4 0FEA 187D 2112 1526 0346 0000 0000 
0000 0000 0000 0055 05A1 18CE 1F64 1935 0DCE 0193 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 05C4 119F 1F7F 26E9 15BE 0350 0000 0000 
0000 0000 0000 005F 0671 1BC8 2442 1CD4 0C75 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 10B6 212A 205B 0D60 01F1 0000 0000 
0000 0000 0000 007C 0856 24C0 34E2 2EF7 16A4 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0373 1D2A 25FF 1713 0490 0087 0000 0000 
0000 0000 0000 0088 0936 2C75 488C 4AF4 31B8 015E 0000 0000 0000 0000 0000 0000 0000 0000 0000 1C8B 2F9E 3439 2889 0FB4 00FF 0000 0000 0000 
0000 0000 0000 0066 06FE 27A7 4C01 5CD1 501F 2709 0000 0000 0000 0000 0000 0000 0000 1608 46D1 5A19 5146 3A79 1F75 08EC 008D 0000 0000 0000 
0000 0000 0000 0026 02AE 15ED 37E3 56B8 6351 581C 3279 03CB 0000 0000 0000 19A5 4BAD 713D 78A1 65C8 4789 27B5 0F03 02E1 0031 0000 0000 0000 
0000 0000 0000 0000 0000 0547 1AE3 3D82 5F50 74A4 76EC 6A7A 5B35 5954 67EF 7B26 84A1 7D17 6159 3F5E 237E 0F2F 031A 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 004C 08A8 228C 474D 6A93 8826 9B5C A12D 9DE2 9534 8363 68B7 4A4B 2D60 16D2 0933 02AC 0031 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 01E8 0E5A 2682 4574 66F7 818E 89C7 813F 6B28 4CD9 2FDB 1A8F 0C76 04A0 0151 0049 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0039 0315 0B43 1AC9 3074 4197 4492 3D84 2EFC 1C0E 0C9E 0515 01C7 0071 000C 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0026 0156 0505 0B29 0FE3 1037 0E12 0A45 0543 016F 0031 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
