0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0002 0034 019F 0640 0BCD 0C2D 0748 0181 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0006 007E 037E 0B8D 1A9A 2904 2814 17B9 0387 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0007 0088 03D3 106D 2592 3AB9 4767 42A6 2A5D 0677 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0004 006D 03C3 10C1 2B9C 464A 56AC 5E5D 59F7 3F70 0DE5 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0001 0045 03A4 10F5 2C13 4BFA 60F0 6A10 6EAB 6FA6 5ACE 26F1 0043 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 003E 03CC 1152 2BA3 4BC5 6569 6F9B 6B96 678B 6EBA 6D4B 47BD 1897 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 002C 02DA 0F73 2A32 4A7C 63D9 6E1B 684D 59BA 4FB5 5DB7 7378 6468 32EA 045B 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0029 0298 0D93 2678 4816 6393 6DE1 6385 5050 3F2C 3728 4883 6B86 73FB 4B2E 0E92 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0002 00AE 0992 2250 4413 62C8 72F2 6AEE 4DEE 34A0 27A8 21C1 2FE9 5759 7788 63A2 21A2 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0033 03BD 183B 3E01 5FF2 7369 73F8 5BAA 34CD 1BEB 12CD 0D68 1719 3B9E 6A3E 7052 37B2 0179 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 00B9 0C3F 3004 5A6A 72F5 74B1 60B3 3DF3 1CB0 0A85 04E2 03CC 0AC0 2547 52F1 6FBC 4DB7 0EE3 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0002 017D 17E5 4947 7095 7964 65A2 4342 24CB 1041 0474 0066 00A8 043B 14C1 3C18 6B61 62AA 1EDF 0000 0000 0000 0000 0000 
0000 0000 0000 0002 004A 04B3 27EB 6101 7D42 72A3 4D5F 2814 1523 0B08 02F7 0003 000B 016B 0B55 2C1A 6763 7265 2D90 0000 0000 0000 0000 0000 
0000 0000 0000 0005 00A9 0943 37F5 733E 8235 656A 34EB 1289 095F 0558 01AC 001C 0005 00B4 06F4 22C4 6356 7A61 3813 0000 0000 0000 0000 0000 
0000 0000 0000 0009 0120 0E08 4481 7F09 8312 57E0 20D8 02AF 0000 0000 0000 0000 0000 004F 0561 2053 616A 7A1E 39E6 0000 0000 0000 0000 0000 
0000 0000 0000 000C 0188 118D 4BCE 84ED 8106 4CDB 140D 0000 0000 0000 0000 0000 0002 0097 0852 2884 6578 70A0 30BC 0000 0000 0000 0000 0000 
0000 0000 0000 0013 0215 1447 50C4 88FC 7FF1 4721 0E3D 0000 0000 0000 0000 0003 0048 0285 102B 3763 67FA 5C36 2101 0000 0000 0000 0000 0000 
0000 0000 0000 0015 023C 14DF 51BA 89D8 806B 47B8 0ECA 0000 0000 0000 0015 0143 0501 0D12 21FB 49E2 6473 4388 132B 0129 0000 0000 0000 0000 
0000 0000 0000 0014 0222 13CF 4EA4 86F5 82AC 5002 182D 0000 0000 0196 032D 0925 1625 2742 3DB2 57F5 56C0 2B3B 08A6 00B9 004B 0000 0000 0000 
0000 0000 0000 0011 01B9 0FE3 41FE 793A 83C8 6103 312E 1192 09CF 0CF9 1319 21D0 33FE 443A 510B 5417 3D11 16D9 025E 0000 0014 0000 0000 0000 
0000 0000 0000 000E 0152 0B6F 305D 61B9 7D0F 71C8 4F5D 3014 2485 265E 2E7F 3DDD 4A2D 4D70 4BF0 4098 2691 0DAA 01EC 0000 0000 0000 0000 0000 
0000 0000 0000 000A 00DC 073B 1EFE 464A 6C6D 7A86 6BCB 51DC 436D 40F6 4302 489C 49E0 4533 3E95 3054 1ACB 0AC9 02A6 000B 0000 0000 0000 0000 
0000 0000 0000 0005 006E 0392 1016 2B3D 518A 6F96 75C7 6ABA 5EA5 51F7 47ED 445E 40F8 3A83 3242 2386 1203 0680 0168 001C 0000 0000 0000 0000 
0000 0000 0000 0000 0000 00B2 0536 148A 32D3 54EB 6968 6F1A 68B3 55E8 442C 3C4F 3621 2BE6 200A 12F0 07A6 0174 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 000A 0125 079C 19A8 3400 4B69 59BB 59F0 4A8D 388D 2D2E 22D8 16F8 0C46 0503 015C 0016 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 003D 0277 0AB9 19C5 2BC4 3A3D 3D3E 3233 22FC 1717 0DDC 06CB 0298 00C2 0029 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0007 007F 02AA 0803 1113 1AFD 1EBF 18B5 0E89 06D3 02F9 0113 0043 0007 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0005 003E 013B 0398 06B8 0834 0686 033D 00DA 001C 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
