0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000350DD9 000000000305F1EF 000000000D981D93 0000000020C4E13D 0000000031857F2B 0000000035DC1771 0000000030315958 0000000025A4E768 000000001664A557 0000000002DA719A FFFFFFFFF62AA06C FFFFFFFFF68383F7 FFFFFFFFFC23BF98 FFFFFFFFFF7C54D8 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000002DBD7FF 00000000165AD894 000000004D715834 000000009EEF25D5 00000000D6FE360E 00000000D9F2CFB6 00000000BBDB0FF0 000000008EB7E3BA 00000000500BE92D 000000000228CCA6 FFFFFFFFCF851F6A FFFFFFFFD0C5A9B5 FFFFFFFFE9E7F1F4 FFFFFFFFFB5DC664 FFFFFFFFFF7C54D8 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 000000000FD49BD7 00000000539A27E1 00000000D6C4384A 0000000154A8731E 0000000170AFA262 000000013A543F24 00000000F64F7F25 00000000B5FB0AC5 000000005FFE3B9D FFFFFFFFF33418D8 FFFFFFFFA40DAC43 FFFFFFFF992DEE5A FFFFFFFFC00FF4A5 FFFFFFFFE91F33FE FFFFFFFFFAF0C9D4 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000021C82983 00000000958BF700 00000001475D311A 00000001B3671B66 0000000186C28D50 0000000109DFD902 00000000A5339809 000000006B9322FB 000000002603E608 FFFFFFFFD282C818 FFFFFFFF967F6E86 FFFFFFFF7AEA8A1B FFFFFFFF89D41ED5 FFFFFFFFB5B39093 FFFFFFFFE2A6A0DD 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 000000002AC61F84 00000000A6A1FF03 0000000142D549B6 000000016B9F521D 0000000105E53B5B 000000006300379A FFFFFFFFE252DE6E FFFFFFFFA65280D5 FFFFFFFF8220D133 FFFFFFFF7CCB7A2C FFFFFFFF86DF44ED FFFFFFFF5C97A167 FFFFFFFF42D79400 FFFFFFFF67B7CC7D FFFFFFFFBB869AD0 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000023B39909 00000000860FC339 00000000FD506410 0000000101D80F38 000000008D47E92E FFFFFFFFD0DC2116 FFFFFFFF1AC84DA1 FFFFFFFEB646C637 FFFFFFFEAF53AD0A FFFFFFFF1786F587 FFFFFFFF832F98ED FFFFFFFF69C449F0 FFFFFFFF3DAA6C00 FFFFFFFF3F14113D FFFFFFFF8CBAAE81 FFFFFFFFE89691E4 FFFFFFFFFABD1250 FFFFFFFFFF507120 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 000000000109453D 00000000207ADA80 000000007C31BF09 00000000F31004E7 00000000F6FDAAA3 0000000066AE23DC FFFFFFFF6E4BE609 FFFFFFFE7E766A74 FFFFFFFE095D27D6 FFFFFFFE3B71F0BC FFFFFFFF0306AEAC FFFFFFFFB7FDF7B2 FFFFFFFFBE20A13F FFFFFFFF6FD433D0 FFFFFFFF289BE270 FFFFFFFF4E3DBED0 FFFFFFFFB537B634 FFFFFFFFEFFBCFC4 FFFFFFFFFDF0B2C0 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000006A1BB2 000000000CAC1B7C 000000004F494E54 00000000D5FFEDC3 0000000148EF9EF7 0000000102F17D8E FFFFFFFFFE3CC88A FFFFFFFEBAB01420 FFFFFFFDE01E965A FFFFFFFDC5E4CFB3 FFFFFFFE633C3F68 FFFFFFFF6811AC03 00000000332BB7BF 0000000043F981CC FFFFFFFFA31CA128 FFFFFFFF056F61F9 FFFFFFFF0280F97C FFFFFFFF73E7DA67 FFFFFFFFE268D650 FFFFFFFFFC33B37C 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000008696403 000000003D1EC6E5 00000000C09C82A6 0000000158F61C7E 000000016E61E0EC 000000008E4C2264 FFFFFFFF207D6C10 FFFFFFFE067C7D09 FFFFFFFDC185DE1C FFFFFFFE367011DA FFFFFFFF1A7AAD4E 000000001FD0BA09 00000000C961B118 00000000B45184E7 FFFFFFFFAA665BA0 FFFFFFFECC24BB64 FFFFFFFEB65951B0 FFFFFFFF399851F4 FFFFFFFFD5B53859 FFFFFFFFFA89188A 0000000000000000 0000000000000000 
0000000000000000 0000000000000000 0000000000000000 0000000000000000 0000000000000000 00000000017360EF 000000002A1D4E5B 00000000A8628BD1 000000014F334E69 000000018CA1E7D1 00000000E0C11F3E FFFFFFFF7C935A44 FFFFFFFE38197798 FFFFFFFDD8279B4E FFFFFFFE4595FCAE FFFFFFFEFF127260 FFFFFFFFD257A41F 00000000A7F823D3 00000001171A4D49 00000000C8C3DEE3 FFFFFFFF7B353A81 FFFFFFFE8966C9EE FFFFFFFE7E602D4D FFFFFFFF18434117 FFFFFFFFCE74AA04 FFFFFFFFF99FA903 0000000000000000 0000000000000000 
