0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0009 00A9 03A1 0996 0CAD 0A12 06D7 0326 0040 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0024 02BF 0E9F 22FF 2ABA 220E 178A 0AF7 0021 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0002 0074 06B2 2079 427B 47BB 3A50 2BEB 1512 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 000A 012C 0C7D 359B 5EE9 5782 4610 3B75 1A96 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0031 03D4 1817 4C87 6DC6 552F 4697 4639 2A60 0582 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0009 00FD 0A64 2B69 606D 68AC 4410 3D16 4AA0 3D7D 1567 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0033 03C5 1648 403C 6438 4F07 28E8 2877 3E83 43CB 2328 0120 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0006 00D4 0A17 287A 536A 5AB7 3035 12D2 132B 288D 3D7C 2F64 0BDA 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 001F 02BF 14C6 3E5D 6141 4A32 16F7 04CF 05AA 18B3 375E 4011 1D7B 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0056 069C 2302 51F0 63F3 36EE 082D 0000 024B 0F9F 2F75 4970 2E86 00E3 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 00AC 0C5A 32C2 5F11 5A7E 2277 0000 0000 0124 08D4 2576 4983 3EEA 0F8A 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0001 013D 13CE 42A5 65DB 4B6C 1310 0000 0000 0075 048E 1B06 40D6 4B11 2293 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0017 030B 1E1A 5230 678E 3B2A 082B 0000 0000 001D 024E 11AB 33F1 5019 31DC 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0032 05A3 286B 5D21 62A2 2AC8 0000 0000 0000 0000 012D 0A6E 2832 50D6 3C59 033B 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0058 0844 30DD 63EE 5CB9 1F8C 0000 0000 0000 0000 0097 05A3 1FCD 4EEF 41DE 087E 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 007D 0A87 36E4 6816 58F1 19F9 0000 0000 0000 0000 0029 030A 1B1E 4C0C 42C5 0AF8 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 00BA 0C51 3ABD 6A2F 5627 16E9 0000 0000 0000 0000 0022 03C3 1D66 4D49 415D 09AF 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 00D4 0CEE 3BBB 6985 52BC 13E7 0000 0000 0000 0008 00D5 0919 28C1 5368 3DD1 06AC 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 00D4 0CC8 3B35 695E 53F2 1500 0000 0000 0002 0057 042A 15C8 3A99 555B 31DB 020D 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 00B9 0B2D 36E0 674C 5938 19EC 0000 0000 0030 0247 0ED8 2CE1 4B99 4A90 1FD6 0041 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 009B 08A3 2D07 5C8A 5D04 2431 0000 0000 0276 0EE9 283D 42CA 4A12 344E 126A 0223 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0074 0619 2109 4CC5 5F93 3B61 10A5 09DC 16A6 2A32 3D85 42A2 3711 20A9 0C8E 03A9 0024 000E 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 004B 03AF 1533 38EB 5728 4DB6 315E 23FD 29D4 36E8 3B32 3232 242C 14E9 08C8 01F2 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 000F 01AA 0B20 2405 4338 4E0E 4300 32B3 2F20 334F 2F3B 23F2 1849 0CEC 0420 0038 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0073 0448 128A 2B0B 3F3F 41AD 358E 2F59 2EA6 2696 19BB 0D9B 0502 00DE 0002 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 001F 01A8 08BE 18A5 2CEB 38A9 3651 3080 28C1 1B99 0DDD 04C7 00F4 0021 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0005 0069 02B3 09B9 15F1 20D6 2375 1F0A 15F9 0C0C 045F 00ED 000D 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0007 006A 021D 05AC 0978 0AF1 0967 05EB 02AA 0097 0007 0000 0000 0000 0000 0000 0000 0000 0000 0000 
