0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0030 006E 0013 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0011 04C7 02F1 007B 0002 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 02A2 0CD7 0DAA 05F7 00B7 000C 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1EE8 16CE 10E8 181C 0F55 01FF 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 2492 3557 160B 07FB 026C 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0675 3510 2372 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 206E 2E67 0000 0000 0000 0000 0000 0316 032F 00D7 0003 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0578 2F66 156D 0000 0000 0000 0000 0000 0000 021F 0178 001F 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 15C8 273D 0000 0000 0000 028C 0000 0000 0000 0630 00B4 004F 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1F79 16CF 0000 0000 0129 022D 0000 0000 013E 042C 0000 0032 0001 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0C26 233A 0711 0000 0000 0221 00FE 0000 0000 0000 0000 0000 0000 0011 0001 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 14F8 1CB4 0000 0000 0000 00A3 00F1 0220 0000 0000 0000 030F 0000 0060 0006 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1517 0FDC 0000 0000 0000 0000 018A 04B1 0000 0000 0000 061A 0000 0099 0004 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 15FF 06B9 0000 0000 0168 0000 00F7 01D7 0000 0000 03CA 0399 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 077E 1401 0000 0000 0000 0121 0000 0012 0000 0000 0000 04E0 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0573 0A0D 0000 0000 0000 0000 0000 0000 0000 0000 0000 063B 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0184 05F2 0000 0000 0000 0000 0000 0000 0000 0000 0000 087F 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 017E 069B 0000 0000 0000 0000 0000 0000 0000 0000 0000 0F72 0011 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0275 0000 0000 0000 0000 0000 0000 0000 0000 115B 1AA0 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0444 2BE7 178A 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 00BB 0203 0329 001D 0000 0000 0000 0000 0000 0000 0000 0000 2D49 2F52 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0093 042C 0904 0220 0000 0000 0000 0000 0000 0000 0000 318D 3AAF 086A 0000 0000 0000 009B 000E 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0218 0644 0125 0000 0000 0000 0000 0000 0C6B 3B13 3EF1 0BC6 0000 0000 0000 026A 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 004F 0395 075D 01B6 0000 0000 0F61 26C1 3EBC 3603 04D1 0000 0000 0000 0244 005D 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0016 022D 081D 0CDD 0E20 16B6 218E 2062 1360 0000 0000 0000 0000 0146 00B6 0007 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0044 025E 068B 0985 07FD 0000 0000 0000 0000 0000 0000 00E4 00A8 0025 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00FE 00DA 000E 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 013C 008C 0007 0000 0000 0000 0000 0000 0000 0000 0000 
