0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 006A 030A 09B9 0FBB 1014 0A8E 0352 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0209 0DFE 26CB 3785 34A9 204C 0874 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 001A 05A4 2232 4DA7 5CC4 4C96 2713 02F0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 008C 0B26 3950 66F7 5DBE 3634 03BA 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 029A 15BA 4D9B 5E6F 27DD 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 006A 08CE 2928 5B74 3D18 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 02A9 15AE 4162 5773 0CE3 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0042 08DE 2972 551B 3EF9 0000 0000 0000 0000 088F 0C8C 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 01A8 144E 3F30 58D0 17CC 0000 0000 0000 0000 1447 1B22 058E 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0535 2308 4EED 4A5E 0000 0000 0000 0000 0000 12CF 2337 0CEB 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0AF6 30E4 52E7 2EF8 0000 0000 0000 0000 0000 1060 244B 1303 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 000D 1219 3BC1 4C53 0DB8 0000 0000 0000 0000 0000 0BB2 1CE2 1956 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0113 1B71 4599 4310 0000 0000 0000 0000 0000 0000 05C1 134B 20B5 0571 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0350 250D 4B3F 367A 0000 0000 0000 0000 0000 0000 011B 0D5F 2774 0A89 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0604 2BDE 4A93 284A 0000 0000 0000 0000 0000 0000 0000 0CD9 2C4E 0D5E 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 07A6 2D94 44B5 1BF6 0000 0000 0000 0000 0000 0000 0000 1012 31D1 113E 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 07B6 2BFD 3ED3 14F6 0000 0000 0000 0000 0000 0000 017F 15F8 39F9 16BF 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0790 2B23 3CF7 13DE 0000 0000 0000 0000 0000 005C 06ED 237E 4531 172F 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 074E 2A35 3BF7 150B 0000 0000 0000 0000 001A 0318 151C 3AA0 4B5E 0816 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 05E6 258A 3846 1944 0000 0000 0000 0000 014F 0DD7 307D 51B4 39D9 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0358 1B12 2C5B 19D0 0000 0000 0000 0000 0B65 2D03 503D 48B6 002C 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 00BA 0DC2 1C18 18FD 0000 0000 0000 0000 2A7C 4ADC 45D4 0AD7 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0331 0C71 1320 0925 05C3 0635 176B 354C 3273 02F0 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0378 0A71 0D9B 12FC 10FC 1126 0C5C 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0044 00F4 0234 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 

