0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0FDD 18FC 1DD1 125A 037A 0000 0000 0029 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 08BA 260B 5220 6AFE 5C6D 3626 1740 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 102B 2AAF 590C 7249 51D9 246D 0ABF 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 100B 215C 4057 52C1 31A3 09F5 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0252 0B9D 198D 28FC 357F 2509 08EA 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 02FB 0ABD 177C 1DA1 216E 2156 1361 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0612 065E 0F12 18AC 15F9 0F5E 1BEF 1E83 0667 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 04CD 1137 0F18 179A 1CA9 12D6 04CF 16BE 26D4 1117 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 075A 0E47 0E8E 1716 1952 0E21 00D2 115F 27F0 1C17 0576 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 01E4 0793 0658 096E 1140 10E0 0736 0000 0B27 209D 22F8 0CBD 064A 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0264 0918 0B2C 03AB 06DD 0C03 094F 01E0 0000 0513 14BF 21B4 0F47 08A3 0622 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0027 09B9 1284 101A 0606 071E 0851 04AC 0000 0000 0104 0AA7 19C6 0A7E 0461 0528 005C 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0257 0FFF 188D 11A3 07B1 070A 059E 0267 0000 0000 0000 03FD 0FE5 009F 0000 0000 0000 000F 000B 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0331 1220 1962 0F9E 0635 0542 0334 00EE 0000 0000 0000 0000 0307 0000 0000 0000 00E8 0142 0019 0000 0000 0000 
0000 0000 0000 0000 0000 0000 037E 1316 19C1 0DF1 039E 020E 0000 0000 0000 0000 0000 0000 0000 0000 0000 00A6 09AB 03A8 0038 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0467 1686 1DBC 0DFC 00B6 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1261 1515 04A1 0046 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0542 1C8A 2A12 1985 0717 0000 0000 0000 0000 0000 0000 0000 0000 0784 1BF5 24F9 17C9 0356 0034 0000 0000 0000 
0000 0000 0000 0000 0000 0000 04AF 1EDD 3665 2B65 0E1E 0000 0000 0000 0000 0000 0000 0000 106A 2875 327B 26D8 0FF1 0139 0018 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0279 1890 3737 3B24 1A46 0000 0000 0000 0000 0000 0000 147F 32D6 3C79 3125 1921 05D2 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0072 0CA5 296F 3F24 2FDF 14BE 0000 0000 0000 0000 2598 406A 4419 3611 1E80 09F2 00BA 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 03DB 176E 3619 45B8 482B 472D 45C0 4A56 54B0 5709 4BFE 37F2 1E7A 0AE2 01EA 000C 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 00FF 0ACE 233C 4317 5E70 72C0 828C 813F 6C99 508D 35EF 1C95 0A12 01E4 003D 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0026 02B9 0D45 22EE 3B47 4C6F 5727 51D3 3E2D 27A7 15DD 0834 01C2 0018 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0039 0261 086A 1010 153A 17F9 15CC 0FC5 0939 045A 0105 000C 0000 0000 0000 0000 0000 0000 0000 0000 
