00000000 00000000 00000000 00000000 00000000 FFFFFF88 FFFFFDA8 FFFFF9BA FFFFF482 FFFFF0C5 FFFFEFCE FFFFF25B FFFFF91F 00000284 00000ABB 00000F8A 00000D20 0000038C 0000005A 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 00000000 FFFFFFB8 FFFFFDE4 FFFFF99A FFFFF277 FFFFEA02 FFFFE147 FFFFD607 FFFFCF05 FFFFD0B3 FFFFDC85 FFFFF44D 0000146A 00003039 0000420E 00003A04 0000150C 000003C8 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFFFC4 FFFFFD30 FFFFF1F1 FFFFDC99 FFFFC3E0 FFFFB82C FFFFBE7B FFFFC082 FFFFC53E FFFFD509 FFFFEFB5 000013C1 00003FE0 000069CA 00008D19 0000859F 000040F4 00000F8D 00000087 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFFE20 FFFFF27B FFFFCFEA FFFFA05F FFFF831F FFFF9983 FFFFCEAF FFFFE689 FFFFFBED 00001DF2 000046C0 0000642E 00007949 00009668 0000C91F 0000D6CA 00008534 00002853 000003EA 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFFA2D FFFFDDE8 FFFF9EFA FFFF6486 FFFF71DC FFFFDE48 00004908 00006427 00007316 000092DB 0000B29E 0000AC9D 00008CE4 00008609 0000C50A 00010B3F 0000CC9B 00005297 00000FDD 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFF5B6 FFFFCB1F FFFF8323 FFFF6483 FFFFC0CA 0000750D 0000D8A7 0000CFE1 0000C219 0000CB9B 0000D1BC 00009F1A 00004FEE 00002FD5 00008A7C 0001204A 0001070C 000087AD 00002329 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFF3A8 FFFFC7BE FFFF95E8 FFFFADC0 00003F19 0000E79C 000105DD 0000CEE0 0000A7AA 00009B43 00008CA5 00004169 FFFFE2E9 FFFFC41A 000046B1 000124C2 00013282 0000B952 000035EB 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFF5B6 FFFFD807 FFFFCD15 0000070D 00007FE2 0000D00A 0000AD64 00006E1B 00004C83 00003E4F 00002E0B FFFFDF71 FFFF880A FFFF7AFD 00002A30 000134AD 000153E9 0000D11C 00003BD3 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFFA89 FFFFEF58 FFFFFB31 000027D3 00005BA1 00006184 000037AF 00001539 00000841 000002F4 FFFFF518 FFFFA53D FFFF59A6 FFFF6FDF 00004D5A 000158A8 00015CB2 0000C012 00003100 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
00000000 FFFFFE5C FFFFFCBD 00000636 000015B8 00001F15 00001811 000009A2 00000241 00000047 FFFFFAFF FFFFDED9 FFFF8531 FFFF4A2F FFFF9AF8 0000A5A1 00017B73 00013B49 00008E20 00001D4F 00000000 00000000 00000000 00000000 00000000 00000000 00000000 00000000 
