0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0031 0025 0004 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 02E6 014C 002B 0001 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 04EE 09E8 03DE 00BE 0013 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 03D3 0AFA 0A1C 0554 0268 005D 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 08DD 15FC 1773 0F66 0A59 084A 0608 0997 0BC0 07BF 032E 003D 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 16E3 28BB 2E15 24BF 0FE2 0000 0000 0000 0505 11CA 0D9E 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 082A 226E 2EF8 2E39 20F8 0F16 0000 0000 0000 0000 0EA2 131B 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 08DA 2397 2A73 250C 12CE 0000 0000 0000 0000 0000 0000 11D4 031E 0000 0000 0000 005B 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 02D3 202F 2B2E 2244 0881 0000 0000 0000 0000 0000 0000 0081 0D23 0000 0000 0000 0000 0091 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 121B 215B 20DA 07A7 0000 0000 0000 0000 0000 0000 0000 0062 00BE 0000 0000 0000 005D 0016 0000 
0000 0000 0000 0000 0000 0000 0000 0000 04F8 197F 1C67 0C05 0000 0000 0000 0000 0069 0000 0000 0000 0000 0000 0000 0000 024A 0084 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 1624 1E1F 13EA 0000 0000 0000 0000 0280 0000 0000 0000 0000 0000 0000 0000 01EC 0092 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0577 127F 083D 0000 0000 0000 0000 0300 0000 0000 0000 0000 0000 15F8 1351 0218 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0387 0068 0000 0000 0000 0511 0A47 0000 0000 0000 0000 0000 1881 2784 0F37 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 07DC 1180 0DD8 0000 0000 0000 0000 0000 0BFB 26D7 1D74 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 00E6 0A22 1308 1263 0221 0000 0000 0000 0000 0000 0000 223C 2775 0B7C 0000 0000 0000 005F 0038 0000 0000 
0000 0000 0000 0000 0000 0000 0000 07A4 06CC 01D7 0000 0000 0000 0000 0000 0000 0000 1BD2 2C63 1B8D 0000 0000 0000 0000 0062 0016 0000 0000 
0000 0000 0000 0000 0000 0000 13CA 0B50 0000 0000 0000 0000 0000 0000 0000 0000 1B66 2EDC 2396 0102 0000 0000 0000 0072 000F 0000 0000 0000 
0000 0000 0000 0000 2240 37BE 240B 0056 0000 0000 0000 0000 0000 0000 0479 22CA 3349 2A98 0923 0000 0000 0000 0144 00D6 000E 0000 0000 0000 
0000 0000 112E 3904 43A7 274D 01CF 0000 0000 0000 0000 0000 0461 147E 2B50 3682 29CC 0989 0000 0000 0000 0000 0138 0000 0000 0000 0000 0000 
0697 1C7C 3206 29F2 0512 0000 0000 0000 031F 027C 058A 0CEA 1386 20D5 2CB8 1E8E 0000 0000 0000 0000 0000 022E 0000 0000 0000 0000 0000 0000 
0C54 1601 0DA1 0000 0000 0000 0000 094A 0A7C 0C4C 0BCC 0AB0 0EC2 16F6 0D2A 0000 0000 0000 0000 0000 01BE 004E 0000 0000 0000 0000 0000 0000 
0301 01FD 0000 0000 0000 0000 0227 02BC 0266 0073 0000 0000 0000 0000 0000 0000 0000 0000 0000 0153 0051 0007 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 008B 008C 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 00B4 0067 000E 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0084 0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 00E0 00B6 0034 0000 0000 0000 0000 0000 0000 0000 0000 0000 
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 011F 0025 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 
